date_game,visitor_team_name,home_team_name,visitor_goals,home_goals,overtimes
825,2016-02-13,Winnipeg Jets,Edmonton Oilers,2,1,SO
826,2016-02-13,Nashville Predators,Florida Panthers,5,0,
827,2016-02-13,Boston Bruins,Minnesota Wild,4,2,
828,2016-02-13,New Jersey Devils,Philadelphia Flyers,2,1,OT
829,2016-02-13,Arizona Coyotes,San Jose Sharks,1,4,
830,2016-02-13,Toronto Maple Leafs,Vancouver Canucks,5,2,
831,2016-02-14,Colorado Avalanche,Buffalo Sabres,1,4,
832,2016-02-14,Boston Bruins,Detroit Red Wings,5,6,
833,2016-02-14,Los Angeles Kings,New Jersey Devils,0,1,
834,2016-02-14,Philadelphia Flyers,New York Rangers,1,3,
835,2016-02-14,St. Louis Blues,Tampa Bay Lightning,2,1,
836,2016-02-15,Montreal Canadiens,Arizona Coyotes,2,6,
837,2016-02-15,Anaheim Ducks,Calgary Flames,6,4,
838,2016-02-15,Toronto Maple Leafs,Chicago Blackhawks,2,7,
839,2016-02-15,Pittsburgh Penguins,Florida Panthers,1,2,SO
840,2016-02-15,Dallas Stars,Nashville Predators,3,2,OT
841,2016-02-15,Detroit Red Wings,New York Islanders,1,4,
842,2016-02-15,Minnesota Wild,Vancouver Canucks,5,2,
843,2016-02-16,Winnipeg Jets,Carolina Hurricanes,1,2,
844,2016-02-16,Boston Bruins,Columbus Blue Jackets,2,1,OT
845,2016-02-16,Anaheim Ducks,Edmonton Oilers,5,3,
846,2016-02-16,Philadelphia Flyers,New Jersey Devils,6,3,
847,2016-02-16,Buffalo Sabres,Ottawa Senators,1,2,SO
848,2016-02-16,Dallas Stars,St. Louis Blues,1,2,OT
849,2016-02-16,San Jose Sharks,Tampa Bay Lightning,4,2,
850,2016-02-16,Los Angeles Kings,Washington Capitals,1,3,
851,2016-02-17,Minnesota Wild,Calgary Flames,5,3,
852,2016-02-17,Montreal Canadiens,Colorado Avalanche,2,3,
853,2016-02-17,Chicago Blackhawks,New York Rangers,5,3,
854,2016-02-18,Dallas Stars,Arizona Coyotes,3,6,
855,2016-02-18,Minnesota Wild,Edmonton Oilers,5,2,
856,2016-02-18,San Jose Sharks,Florida Panthers,2,1,SO
857,2016-02-18,Boston Bruins,Nashville Predators,0,2,
858,2016-02-18,Washington Capitals,New York Islanders,3,2,OT
859,2016-02-18,Carolina Hurricanes,Ottawa Senators,2,4,
860,2016-02-18,Detroit Red Wings,Pittsburgh Penguins,3,6,
861,2016-02-18,Los Angeles Kings,St. Louis Blues,1,2,OT
862,2016-02-18,Winnipeg Jets,Tampa Bay Lightning,5,6,SO
863,2016-02-18,New York Rangers,Toronto Maple Leafs,4,2,
864,2016-02-18,Anaheim Ducks,Vancouver Canucks,5,2,
865,2016-02-19,San Jose Sharks,Carolina Hurricanes,2,5,
866,2016-02-19,Buffalo Sabres,Columbus Blue Jackets,4,0,
867,2016-02-19,Vancouver Canucks,Calgary Flames,2,5,
868,2016-02-19,Philadelphia Flyers,Montreal Canadiens,2,3,SO
869,2016-02-19,New York Islanders,New Jersey Devils,1,0,
870,2016-02-20,St. Louis Blues,Arizona Coyotes,6,4,
871,2016-02-20,Boston Bruins,Dallas Stars,7,3,
872,2016-02-20,Colorado Avalanche,Edmonton Oilers,3,2,
873,2016-02-20,Winnipeg Jets,Florida Panthers,1,3,
874,2016-02-20,Los Angeles Kings,Nashville Predators,2,1,OT
875,2016-02-20,Detroit Red Wings,Ottawa Senators,2,3,SO
876,2016-02-20,Tampa Bay Lightning,Pittsburgh Penguins,4,2,
877,2016-02-20,Philadelphia Flyers,Toronto Maple Leafs,5,4,OT
878,2016-02-20,New Jersey Devils,Washington Capitals,3,4,
879,2016-02-21,Calgary Flames,Anaheim Ducks,2,5,
880,2016-02-21,Pittsburgh Penguins,Buffalo Sabres,4,3,
881,2016-02-21,Tampa Bay Lightning,Carolina Hurricanes,4,2,
882,2016-02-21,Chicago Blackhawks,Minnesota Wild,1,6,
883,2016-02-21,Detroit Red Wings,New York Rangers,0,1,OT
884,2016-02-21,Colorado Avalanche,Vancouver Canucks,1,5,
885,2016-02-22,Columbus Blue Jackets,Boston Bruins,6,4,
886,2016-02-22,Nashville Predators,Montreal Canadiens,2,1,SO
887,2016-02-22,San Jose Sharks,St. Louis Blues,6,3,
888,2016-02-22,Arizona Coyotes,Washington Capitals,2,3,
889,2016-02-23,Philadelphia Flyers,Carolina Hurricanes,1,3,
890,2016-02-23,Columbus Blue Jackets,Detroit Red Wings,1,2,SO
891,2016-02-23,Ottawa Senators,Edmonton Oilers,4,1,
892,2016-02-23,Calgary Flames,Los Angeles Kings,1,2,
893,2016-02-23,New York Islanders,Minnesota Wild,4,1,
894,2016-02-23,New York Rangers,New Jersey Devils,2,5,
895,2016-02-23,Arizona Coyotes,Tampa Bay Lightning,1,2,
896,2016-02-23,Nashville Predators,Toronto Maple Leafs,3,2,
897,2016-02-23,Dallas Stars,Winnipeg Jets,5,3,
898,2016-02-24,Buffalo Sabres,Anaheim Ducks,0,1,
899,2016-02-24,Pittsburgh Penguins,Boston Bruins,1,5,
900,2016-02-24,San Jose Sharks,Colorado Avalanche,3,4,SO
901,2016-02-24,Montreal Canadiens,Washington Capitals,4,3,
902,2016-02-25,New Jersey Devils,Columbus Blue Jackets,1,6,
903,2016-02-25,New York Islanders,Calgary Flames,2,1,OT
904,2016-02-25,Nashville Predators,Chicago Blackhawks,3,1,
905,2016-02-25,Winnipeg Jets,Dallas Stars,6,3,
906,2016-02-25,Arizona Coyotes,Florida Panthers,2,3,
907,2016-02-25,Edmonton Oilers,Los Angeles Kings,1,2,
908,2016-02-25,Minnesota Wild,Philadelphia Flyers,2,3,
909,2016-02-25,New York Rangers,St. Louis Blues,2,1,
910,2016-02-25,Carolina Hurricanes,Toronto Maple Leafs,1,3,
911,2016-02-25,Ottawa Senators,Vancouver Canucks,3,5,
912,2016-02-26,Edmonton Oilers,Anaheim Ducks,1,2,OT
913,2016-02-26,Boston Bruins,Carolina Hurricanes,4,1,
914,2016-02-26,Tampa Bay Lightning,New Jersey Devils,4,0,
915,2016-02-26,Buffalo Sabres,San Jose Sharks,3,1,
916,2016-02-26,Minnesota Wild,Washington Capitals,2,3,
917,2016-02-27,Florida Panthers,Columbus Blue Jackets,3,4,SO
918,2016-02-27,Ottawa Senators,Calgary Flames,6,4,
919,2016-02-27,Detroit Red Wings,Colorado Avalanche,5,3,
920,2016-02-27,New York Rangers,Dallas Stars,3,2,
921,2016-02-27,Buffalo Sabres,Los Angeles Kings,0,2,
922,2016-02-27,Toronto Maple Leafs,Montreal Canadiens,1,4,
923,2016-02-27,St. Louis Blues,Nashville Predators,0,5,
924,2016-02-27,Arizona Coyotes,Philadelphia Flyers,2,4,
925,2016-02-27,Winnipeg Jets,Pittsburgh Penguins,1,4,
926,2016-02-28,Los Angeles Kings,Anaheim Ducks,2,4,
927,2016-02-28,Tampa Bay Lightning,Boston Bruins,4,1,
928,2016-02-28,St. Louis Blues,Carolina Hurricanes,5,2,
929,2016-02-28,Washington Capitals,Chicago Blackhawks,2,3,
930,2016-02-28,New York Islanders,Edmonton Oilers,1,3,
931,2016-02-28,Florida Panthers,Minnesota Wild,1,3,
932,2016-02-28,San Jose Sharks,Vancouver Canucks,4,1,
933,2016-02-29,Detroit Red Wings,Dallas Stars,3,2,OT
934,2016-02-29,Columbus Blue Jackets,New York Rangers,1,2,
935,2016-02-29,Calgary Flames,Philadelphia Flyers,3,5,
936,2016-02-29,Arizona Coyotes,Pittsburgh Penguins,0,6,
937,2016-02-29,Montreal Canadiens,San Jose Sharks,2,6,
938,2016-02-29,Tampa Bay Lightning,Toronto Maple Leafs,2,1,
939,2016-03-01,Calgary Flames,Boston Bruins,1,2,
940,2016-03-01,Edmonton Oilers,Buffalo Sabres,2,1,OT
941,2016-03-01,Colorado Avalanche,Minnesota Wild,3,6,
942,2016-03-01,Carolina Hurricanes,New Jersey Devils,3,1,
943,2016-03-01,Dallas Stars,Nashville Predators,3,5,
944,2016-03-01,St. Louis Blues,Ottawa Senators,4,3,SO
945,2016-03-01,New York Islanders,Vancouver Canucks,3,2,
946,2016-03-01,Florida Panthers,Winnipeg Jets,3,2,
947,2016-03-01,Pittsburgh Penguins,Washington Capitals,2,3,
948,2016-03-02,Montreal Canadiens,Anaheim Ducks,2,3,SO
949,2016-03-02,Chicago Blackhawks,Detroit Red Wings,5,2,
950,2016-03-02,Toronto Maple Leafs,Washington Capitals,2,3,
951,2016-03-03,Anaheim Ducks,Arizona Coyotes,5,1,
952,2016-03-03,Chicago Blackhawks,Boston Bruins,2,4,
953,2016-03-03,Calgary Flames,Buffalo Sabres,3,6,
954,2016-03-03,Florida Panthers,Colorado Avalanche,2,3,
955,2016-03-03,Montreal Canadiens,Los Angeles Kings,2,3,
956,2016-03-03,New Jersey Devils,Nashville Predators,5,4,OT
957,2016-03-03,Tampa Bay Lightning,Ottawa Senators,4,1,
958,2016-03-03,Edmonton Oilers,Philadelphia Flyers,4,0,
959,2016-03-03,New York Rangers,Pittsburgh Penguins,1,4,
960,2016-03-03,Minnesota Wild,Toronto Maple Leafs,2,1,
961,2016-03-03,San Jose Sharks,Vancouver Canucks,3,2,
962,2016-03-03,New York Islanders,Winnipeg Jets,4,3,OT
963,2016-03-04,Edmonton Oilers,Columbus Blue Jackets,3,6,
964,2016-03-04,New Jersey Devils,Dallas Stars,2,4,
965,2016-03-04,New York Rangers,Washington Capitals,3,2,
966,2016-03-05,Florida Panthers,Arizona Coyotes,1,5,
967,2016-03-05,Washington Capitals,Boston Bruins,2,1,OT
968,2016-03-05,Minnesota Wild,Buffalo Sabres,3,2,SO
969,2016-03-05,Nashville Predators,Colorado Avalanche,5,2,
970,2016-03-05,Anaheim Ducks,Los Angeles Kings,3,2,
971,2016-03-05,Columbus Blue Jackets,Philadelphia Flyers,0,6,
972,2016-03-05,Calgary Flames,Pittsburgh Penguins,4,2,
973,2016-03-05,Vancouver Canucks,San Jose Sharks,4,2,
974,2016-03-05,Carolina Hurricanes,Tampa Bay Lightning,3,4,OT
975,2016-03-05,Ottawa Senators,Toronto Maple Leafs,3,2,
976,2016-03-05,Montreal Canadiens,Winnipeg Jets,2,4,
977,2016-03-06,Detroit Red Wings,Chicago Blackhawks,1,4,
978,2016-03-06,St. Louis Blues,Minnesota Wild,4,2,
979,2016-03-06,Pittsburgh Penguins,New Jersey Devils,6,1,
980,2016-03-06,New York Islanders,New York Rangers,6,4,
981,2016-03-06,Dallas Stars,Ottawa Senators,2,1,
982,2016-03-06,Edmonton Oilers,Winnipeg Jets,2,1,
983,2016-03-07,Washington Capitals,Anaheim Ducks,2,1,SO
984,2016-03-07,San Jose Sharks,Calgary Flames,2,1,OT
985,2016-03-07,Arizona Coyotes,Colorado Avalanche,1,3,
986,2016-03-07,Boston Bruins,Florida Panthers,5,4,OT
987,2016-03-07,Vancouver Canucks,Los Angeles Kings,1,5,
988,2016-03-07,Tampa Bay Lightning,Philadelphia Flyers,2,4,
989,2016-03-07,Buffalo Sabres,Toronto Maple Leafs,4,3,SO
990,2016-03-08,New York Rangers,Buffalo Sabres,4,2,
991,2016-03-08,Ottawa Senators,Carolina Hurricanes,3,4,SO
992,2016-03-08,Detroit Red Wings,Columbus Blue Jackets,3,5,
993,2016-03-08,San Jose Sharks,Edmonton Oilers,3,0,
994,2016-03-08,Dallas Stars,Montreal Canadiens,3,4,OT
995,2016-03-08,Pittsburgh Penguins,New York Islanders,1,2,
996,2016-03-08,Boston Bruins,Tampa Bay Lightning,1,0,OT
997,2016-03-08,Nashville Predators,Winnipeg Jets,4,2,
998,2016-03-09,Nashville Predators,Calgary Flames,2,3,OT
999,2016-03-09,Anaheim Ducks,Colorado Avalanche,0,3,
1000,2016-03-09,Washington Capitals,Los Angeles Kings,3,4,OT
1001,2016-03-09,Chicago Blackhawks,St. Louis Blues,2,3,SO
1002,2016-03-09,New York Islanders,Toronto Maple Leafs,3,4,SO
1003,2016-03-09,Arizona Coyotes,Vancouver Canucks,2,3,OT
1004,2016-03-10,Carolina Hurricanes,Boston Bruins,3,2,OT
1005,2016-03-10,Winnipeg Jets,Detroit Red Wings,2,3,
1006,2016-03-10,Ottawa Senators,Florida Panthers,2,6,
1007,2016-03-10,Edmonton Oilers,Minnesota Wild,2,1,
1008,2016-03-10,Buffalo Sabres,Montreal Canadiens,2,3,
1009,2016-03-10,New Jersey Devils,San Jose Sharks,3,0,
1010,2016-03-11,Pittsburgh Penguins,Columbus Blue Jackets,3,2,
1011,2016-03-11,Arizona Coyotes,Calgary Flames,4,1,
1012,2016-03-11,Chicago Blackhawks,Dallas Stars,2,5,
1013,2016-03-11,Anaheim Ducks,St. Louis Blues,2,5,
1014,2016-03-11,Philadelphia Flyers,Tampa Bay Lightning,3,1,
1015,2016-03-12,New York Islanders,Boston Bruins,1,3,
1016,2016-03-12,Carolina Hurricanes,Buffalo Sabres,2,3,OT
1017,2016-03-12,St. Louis Blues,Dallas Stars,5,4,OT
1018,2016-03-12,New York Rangers,Detroit Red Wings,2,3,OT
1019,2016-03-12,Arizona Coyotes,Edmonton Oilers,4,0,
1020,2016-03-12,Philadelphia Flyers,Florida Panthers,4,5,SO
1021,2016-03-12,New Jersey Devils,Los Angeles Kings,2,1,OT
1022,2016-03-12,Minnesota Wild,Montreal Canadiens,4,1,
1023,2016-03-12,Toronto Maple Leafs,Ottawa Senators,0,4,
1024,2016-03-12,Washington Capitals,San Jose Sharks,2,5,
1025,2016-03-12,Nashville Predators,Vancouver Canucks,2,4,
1026,2016-03-12,Colorado Avalanche,Winnipeg Jets,2,3,
1027,2016-03-13,Tampa Bay Lightning,Columbus Blue Jackets,4,0,
1028,2016-03-13,Toronto Maple Leafs,Detroit Red Wings,1,0,
1029,2016-03-13,Pittsburgh Penguins,New York Rangers,5,3,
1030,2016-03-14,New Jersey Devils,Anaheim Ducks,1,7,
1031,2016-03-14,St. Louis Blues,Calgary Flames,4,7,
1032,2016-03-14,Los Angeles Kings,Chicago Blackhawks,5,0,
1033,2016-03-14,Nashville Predators,Edmonton Oilers,3,2,
1034,2016-03-14,Florida Panthers,New York Islanders,2,3,
1035,2016-03-14,Winnipeg Jets,Vancouver Canucks,5,2,
1036,2016-03-15,Los Angeles Kings,Dallas Stars,5,2,
1037,2016-03-15,Florida Panthers,Montreal Canadiens,4,1,
1038,2016-03-15,Minnesota Wild,Ottawa Senators,2,3,OT
1039,2016-03-15,Detroit Red Wings,Philadelphia Flyers,3,4,
1040,2016-03-15,New York Islanders,Pittsburgh Penguins,1,2,SO
1041,2016-03-15,Boston Bruins,San Jose Sharks,2,3,
1042,2016-03-15,Tampa Bay Lightning,Toronto Maple Leafs,1,4,
1043,2016-03-15,Carolina Hurricanes,Washington Capitals,1,2,OT
1044,2016-03-16,New York Rangers,Anaheim Ducks,2,1,
1045,2016-03-16,Montreal Canadiens,Buffalo Sabres,3,2,OT
1046,2016-03-16,Winnipeg Jets,Calgary Flames,1,4,
1047,2016-03-16,Philadelphia Flyers,Chicago Blackhawks,3,2,
1048,2016-03-16,St. Louis Blues,Edmonton Oilers,4,6,
1049,2016-03-16,Colorado Avalanche,Vancouver Canucks,3,1,
1050,2016-03-17,San Jose Sharks,Arizona Coyotes,1,3,
1051,2016-03-17,Detroit Red Wings,Columbus Blue Jackets,3,1,
1052,2016-03-17,Tampa Bay Lightning,Dallas Stars,3,4,
1053,2016-03-17,New York Rangers,Los Angeles Kings,3,4,OT
1054,2016-03-17,Minnesota Wild,New Jersey Devils,4,7,
1055,2016-03-17,New York Islanders,Nashville Predators,2,4,
1056,2016-03-17,Carolina Hurricanes,Pittsburgh Penguins,2,4,
1057,2016-03-17,Florida Panthers,Toronto Maple Leafs,4,1,
1058,2016-03-18,Boston Bruins,Anaheim Ducks,0,4,
1059,2016-03-18,Ottawa Senators,Buffalo Sabres,1,3,
1060,2016-03-18,Colorado Avalanche,Calgary Flames,4,3,SO
1061,2016-03-18,Vancouver Canucks,Edmonton Oilers,0,2,
1062,2016-03-18,Chicago Blackhawks,Winnipeg Jets,4,0,
1063,2016-03-18,Nashville Predators,Washington Capitals,1,4,
1064,2016-03-19,Tampa Bay Lightning,Arizona Coyotes,2,0,
1065,2016-03-19,New Jersey Devils,Columbus Blue Jackets,3,6,
1066,2016-03-19,New York Islanders,Dallas Stars,0,3,
1067,2016-03-19,Detroit Red Wings,Florida Panthers,5,3,
1068,2016-03-19,Boston Bruins,Los Angeles Kings,1,2,
1069,2016-03-19,Carolina Hurricanes,Minnesota Wild,2,3,SO
1070,2016-03-19,Montreal Canadiens,Ottawa Senators,0,5,
1071,2016-03-19,Pittsburgh Penguins,Philadelphia Flyers,4,1,
1072,2016-03-19,New York Rangers,San Jose Sharks,1,4,
1073,2016-03-19,Buffalo Sabres,Toronto Maple Leafs,1,4,
1074,2016-03-19,St. Louis Blues,Vancouver Canucks,3,0,
1075,2016-03-20,Minnesota Wild,Chicago Blackhawks,3,2,SO
1076,2016-03-20,Colorado Avalanche,Edmonton Oilers,3,2,
1077,2016-03-20,Calgary Flames,Montreal Canadiens,4,1,
1078,2016-03-20,Columbus Blue Jackets,New Jersey Devils,1,2,
1079,2016-03-20,Washington Capitals,Pittsburgh Penguins,2,6,
1080,2016-03-20,Arizona Coyotes,San Jose Sharks,0,3,
1081,2016-03-20,Anaheim Ducks,Winnipeg Jets,3,2,OT
1082,2016-03-21,Los Angeles Kings,Nashville Predators,2,5,
1083,2016-03-21,Philadelphia Flyers,New York Islanders,4,1,
1084,2016-03-21,Florida Panthers,New York Rangers,2,4,
1085,2016-03-21,Calgary Flames,Toronto Maple Leafs,2,5,
1086,2016-03-22,Edmonton Oilers,Arizona Coyotes,2,4,
1087,2016-03-22,Buffalo Sabres,Carolina Hurricanes,3,2,
1088,2016-03-22,Philadelphia Flyers,Columbus Blue Jackets,2,3,SO
1089,2016-03-22,Dallas Stars,Chicago Blackhawks,6,2,
1090,2016-03-22,Los Angeles Kings,Minnesota Wild,1,2,
1091,2016-03-22,Anaheim Ducks,Montreal Canadiens,3,4,
1092,2016-03-22,Washington Capitals,Ottawa Senators,4,2,
1093,2016-03-22,St. Louis Blues,San Jose Sharks,1,0,
1094,2016-03-22,Detroit Red Wings,Tampa Bay Lightning,2,6,
1095,2016-03-22,Vancouver Canucks,Winnipeg Jets,0,2,
1096,2016-03-23,Ottawa Senators,New York Islanders,1,3,
1097,2016-03-23,Boston Bruins,New York Rangers,2,5,
1098,2016-03-24,Dallas Stars,Arizona Coyotes,1,3,
1099,2016-03-24,Florida Panthers,Boston Bruins,4,1,
1100,2016-03-24,Carolina Hurricanes,Columbus Blue Jackets,3,2,
1101,2016-03-24,Philadelphia Flyers,Colorado Avalanche,4,2,
1102,2016-03-24,Montreal Canadiens,Detroit Red Wings,3,4,
1103,2016-03-24,Calgary Flames,Minnesota Wild,2,6,
1104,2016-03-24,Vancouver Canucks,Nashville Predators,2,3,SO
1105,2016-03-24,New Jersey Devils,Pittsburgh Penguins,3,0,
1106,2016-03-24,Edmonton Oilers,San Jose Sharks,6,3,
1107,2016-03-24,Anaheim Ducks,Toronto Maple Leafs,5,6,OT
1108,2016-03-24,Los Angeles Kings,Winnipeg Jets,1,4,
1109,2016-03-25,Washington Capitals,New Jersey Devils,1,0,OT
1110,2016-03-25,Vancouver Canucks,St. Louis Blues,0,4,
1111,2016-03-25,New York Islanders,Tampa Bay Lightning,4,7,
1112,2016-03-26,Philadelphia Flyers,Arizona Coyotes,1,2,
1113,2016-03-26,Winnipeg Jets,Buffalo Sabres,2,3,
1114,2016-03-26,New York Islanders,Carolina Hurricanes,4,3,OT
1115,2016-03-26,Chicago Blackhawks,Calgary Flames,4,1,
1116,2016-03-26,Minnesota Wild,Colorado Avalanche,4,0,
1117,2016-03-26,Pittsburgh Penguins,Detroit Red Wings,7,2,
1118,2016-03-26,Edmonton Oilers,Los Angeles Kings,4,6,
1119,2016-03-26,New York Rangers,Montreal Canadiens,5,2,
1120,2016-03-26,Columbus Blue Jackets,Nashville Predators,1,5,
1121,2016-03-26,Anaheim Ducks,Ottawa Senators,4,3,OT
1122,2016-03-26,Dallas Stars,San Jose Sharks,4,2,
1123,2016-03-26,Florida Panthers,Tampa Bay Lightning,5,2,
1124,2016-03-26,Boston Bruins,Toronto Maple Leafs,3,1,
1125,2016-03-26,St. Louis Blues,Washington Capitals,4,0,
1126,2016-03-27,New Jersey Devils,Carolina Hurricanes,2,3,
1127,2016-03-27,Pittsburgh Penguins,New York Rangers,3,2,OT
1128,2016-03-27,Chicago Blackhawks,Vancouver Canucks,3,2,
1129,2016-03-28,Calgary Flames,Arizona Coyotes,5,2,
1130,2016-03-28,Buffalo Sabres,Detroit Red Wings,2,3,
1131,2016-03-28,Anaheim Ducks,Edmonton Oilers,2,1,
1132,2016-03-28,Colorado Avalanche,Nashville Predators,4,3,
1133,2016-03-28,Winnipeg Jets,Philadelphia Flyers,2,3,OT
1134,2016-03-28,Los Angeles Kings,San Jose Sharks,2,5,
1135,2016-03-28,Toronto Maple Leafs,Tampa Bay Lightning,0,3,
1136,2016-03-28,Columbus Blue Jackets,Washington Capitals,1,4,
1137,2016-03-29,Nashville Predators,Dallas Stars,2,5,
1138,2016-03-29,Toronto Maple Leafs,Florida Panthers,5,2,
1139,2016-03-29,Chicago Blackhawks,Minnesota Wild,1,4,
1140,2016-03-29,Detroit Red Wings,Montreal Canadiens,3,4,
1141,2016-03-29,Boston Bruins,New Jersey Devils,1,2,
1142,2016-03-29,Carolina Hurricanes,New York Islanders,1,2,SO
1143,2016-03-29,Buffalo Sabres,Pittsburgh Penguins,4,5,SO
1144,2016-03-29,Colorado Avalanche,St. Louis Blues,1,3,
1145,2016-03-29,San Jose Sharks,Vancouver Canucks,4,1,
1146,2016-03-30,Calgary Flames,Anaheim Ducks,3,8,
1147,2016-03-30,Washington Capitals,Philadelphia Flyers,1,2,SO
1148,2016-03-30,Ottawa Senators,Winnipeg Jets,2,1,
1149,2016-03-31,Toronto Maple Leafs,Buffalo Sabres,1,4,
1150,2016-03-31,New York Rangers,Carolina Hurricanes,3,4,
1151,2016-03-31,Arizona Coyotes,Dallas Stars,1,4,
1152,2016-03-31,New Jersey Devils,Florida Panthers,2,3,
1153,2016-03-31,Calgary Flames,Los Angeles Kings,0,3,
1154,2016-03-31,Ottawa Senators,Minnesota Wild,3,2,
1155,2016-03-31,Columbus Blue Jackets,New York Islanders,3,4,
1156,2016-03-31,Nashville Predators,Pittsburgh Penguins,2,5,
1157,2016-03-31,Vancouver Canucks,San Jose Sharks,4,2,
1158,2016-03-31,Montreal Canadiens,Tampa Bay Lightning,3,0,
1159,2016-04-01,Vancouver Canucks,Anaheim Ducks,3,2,
1160,2016-04-01,Washington Capitals,Colorado Avalanche,4,2,
1161,2016-04-01,Minnesota Wild,Detroit Red Wings,2,3,
1162,2016-04-01,Boston Bruins,St. Louis Blues,6,5,
1163,2016-04-01,Chicago Blackhawks,Winnipeg Jets,5,4,OT
1164,2016-04-02,Washington Capitals,Arizona Coyotes,0,3,
1165,2016-04-02,Columbus Blue Jackets,Carolina Hurricanes,5,1,
1166,2016-04-02,Calgary Flames,Edmonton Oilers,5,0,
1167,2016-04-02,Montreal Canadiens,Florida Panthers,3,4,
1168,2016-04-02,Dallas Stars,Los Angeles Kings,3,2,
1169,2016-04-02,San Jose Sharks,Nashville Predators,3,2,SO
1170,2016-04-02,Pittsburgh Penguins,New York Islanders,5,0,
1171,2016-04-02,Buffalo Sabres,New York Rangers,4,3,
1172,2016-04-02,Ottawa Senators,Philadelphia Flyers,2,3,
1173,2016-04-02,New Jersey Devils,Tampa Bay Lightning,1,3,
1174,2016-04-02,Detroit Red Wings,Toronto Maple Leafs,3,2,
1175,2016-04-03,Dallas Stars,Anaheim Ducks,1,3,
1176,2016-04-03,Boston Bruins,Chicago Blackhawks,4,6,
1177,2016-04-03,St. Louis Blues,Colorado Avalanche,5,1,
1178,2016-04-03,Philadelphia Flyers,Pittsburgh Penguins,2,6,
1179,2016-04-03,Minnesota Wild,Winnipeg Jets,1,5,
1180,2016-04-04,New York Rangers,Columbus Blue Jackets,4,2,
1181,2016-04-04,Tampa Bay Lightning,New York Islanders,2,5,
1182,2016-04-04,Arizona Coyotes,St. Louis Blues,2,5,
1183,2016-04-04,Florida Panthers,Toronto Maple Leafs,4,3,
1184,2016-04-04,Los Angeles Kings,Vancouver Canucks,2,3,
1185,2016-04-05,Winnipeg Jets,Anaheim Ducks,2,1,OT
1186,2016-04-05,Carolina Hurricanes,Boston Bruins,2,1,SO
1187,2016-04-05,Los Angeles Kings,Calgary Flames,5,4,OT
1188,2016-04-05,Arizona Coyotes,Chicago Blackhawks,2,6,
1189,2016-04-05,San Jose Sharks,Minnesota Wild,3,0,
1190,2016-04-05,Florida Panthers,Montreal Canadiens,4,1,
1191,2016-04-05,Buffalo Sabres,New Jersey Devils,3,1,
1192,2016-04-05,Colorado Avalanche,Nashville Predators,3,4,
1193,2016-04-05,Tampa Bay Lightning,New York Rangers,2,3,
1194,2016-04-05,Pittsburgh Penguins,Ottawa Senators,5,3,
1195,2016-04-05,New York Islanders,Washington Capitals,4,3,OT
1196,2016-04-06,Philadelphia Flyers,Detroit Red Wings,0,3,
1197,2016-04-06,Vancouver Canucks,Edmonton Oilers,2,6,
1198,2016-04-06,Columbus Blue Jackets,Toronto Maple Leafs,5,1,
1199,2016-04-07,Detroit Red Wings,Boston Bruins,2,5,
1200,2016-04-07,Montreal Canadiens,Carolina Hurricanes,4,2,
1201,2016-04-07,Vancouver Canucks,Calgary Flames,3,7,
1202,2016-04-07,St. Louis Blues,Chicago Blackhawks,2,1,OT
1203,2016-04-07,Colorado Avalanche,Dallas Stars,2,4,
1204,2016-04-07,Anaheim Ducks,Los Angeles Kings,1,2,
1205,2016-04-07,Tampa Bay Lightning,New Jersey Devils,4,2,
1206,2016-04-07,Arizona Coyotes,Nashville Predators,2,3,OT
1207,2016-04-07,New York Islanders,New York Rangers,4,1,
1208,2016-04-07,Florida Panthers,Ottawa Senators,1,3,
1209,2016-04-07,Toronto Maple Leafs,Philadelphia Flyers,4,3,OT
1210,2016-04-07,Winnipeg Jets,San Jose Sharks,5,4,
1211,2016-04-07,Pittsburgh Penguins,Washington Capitals,4,3,OT
1212,2016-04-08,Columbus Blue Jackets,Buffalo Sabres,4,1,
1213,2016-04-09,Ottawa Senators,Boston Bruins,6,1,
1214,2016-04-09,Chicago Blackhawks,Columbus Blue Jackets,4,5,OT
1215,2016-04-09,Anaheim Ducks,Colorado Avalanche,5,3,
1216,2016-04-09,Nashville Predators,Dallas Stars,2,3,
1217,2016-04-09,Carolina Hurricanes,Florida Panthers,2,5,
1218,2016-04-09,Winnipeg Jets,Los Angeles Kings,4,3,SO
1219,2016-04-09,Calgary Flames,Minnesota Wild,2,1,
1220,2016-04-09,Tampa Bay Lightning,Montreal Canadiens,2,5,
1221,2016-04-09,Toronto Maple Leafs,New Jersey Devils,1,5,
1222,2016-04-09,Buffalo Sabres,New York Islanders,4,3,OT
1223,2016-04-09,Detroit Red Wings,New York Rangers,2,3,
1224,2016-04-09,Pittsburgh Penguins,Philadelphia Flyers,1,3,
1225,2016-04-09,Arizona Coyotes,San Jose Sharks,0,1,
1226,2016-04-09,Washington Capitals,St. Louis Blues,5,1,
1227,2016-04-09,Edmonton Oilers,Vancouver Canucks,3,4,SO
1228,2016-04-10,Philadelphia Flyers,New York Islanders,5,2,
1229,2016-04-10,Anaheim Ducks,Washington Capitals,2,0,
